City,Attraction,URL,ReviewCount,Address,ContactNo,Review,Rank,Total Attractions,KnownFor
,Sweet Heat Hot Yoga,https://www.tripadvisor.com/Attraction_Review-g32840-d9834292-Reviews-Sweet_Heat_Hot_Yoga-Pacific_Grove_Monterey_County_California.html,2,"170 Central Ave , Pacific Grove , CA 93950-3068",+1 831-333-1007,,#1,5 Spas & Wellness in Pacific Grove,
,Pacific Grove Museum of Natural History,https://www.tripadvisor.com/Attraction_Review-g32840-d103750-Reviews-Pacific_Grove_Museum_of_Natural_History-Pacific_Grove_Monterey_County_California.html,104,"165 Forest Ave , Pacific Grove , CA 93950-2612",+1 831-648-5716,,,,
,Antique Clocks,https://www.tripadvisor.com/Attraction_Review-g32840-d2661029-Reviews-Antique_Clocks-Pacific_Grove_Monterey_County_California.html,1,"489 Lighthouse Ave , Pacific Grove , CA 93950-2731",(831) 372-6435,,#10,12 Shopping in Pacific Grove,
,The Quill,https://www.tripadvisor.com/Attraction_Review-g32840-d8074801-Reviews-The_Quill-Pacific_Grove_Monterey_County_California.html,2,"553 Lighthouse Ave , Pacific Grove , CA 93950-2708",831-373-8189,,#7,12 Shopping in Pacific Grove,
,Blessings Boutique,https://www.tripadvisor.com/Attraction_Review-g32840-d8726248-Reviews-Blessings_Boutique-Pacific_Grove_Monterey_County_California.html,3,"630 Lighthouse Ave , Pacific Grove , CA 93950-2658",(831) 641-0813,,#5,12 Shopping in Pacific Grove,
,Amara by the Sea,https://www.tripadvisor.com/Attraction_Review-g32840-d8845829-Reviews-Amara_by_the_Sea-Pacific_Grove_Monterey_County_California.html,1,"620 Lighthouse Ave , Suite 135 , Pacific Grove , CA 93950-2685",+(1)831-204-2093,"??? BEST MASSAGE OF MY LIFE ??? My friend and I were visiting the area and wanted to treat ourselves to a massage. After getting sticker shock from some of the area spas, we turned to Yelp and read great reviews... read more Reviewed July 28, 2016 MaxGA , Georgia Add Photo Write a Review 1 Review from our TripAdvisor Community Which Pacific Grove hotels are on sale? mm/dd/yyyy mm/dd/yyyy See hotels Sponsored links * See what travelers are saying: Traveler rating Excellent (1) Very good (0) Average (0) Poor (0) Terrible (0) Traveler type Families (0) Couples (0) Solo (0) Business (0) Friends (1) Time of year Mar-May (0) Jun-Aug (1) Sep-Nov (0) Dec-Feb (0) Language All languages English (1) Showing 1: English review Clear all Start your review of Amara by the Sea Click to rate MaxGA Georgia Level Contributor 65 reviews 15 attraction reviews 23 helpful votes ??? BEST MASSAGE OF MY LIFE ??? Reviewed July 28, 2016 My friend and I were visiting the area and wanted to treat ourselves to a massage. After getting sticker shock from some of the area spas, we turned to Yelp and read great reviews about this place. I called and left a message. Within 20 mins I received a call back (I am terrible with names). She was so nice.... More Helpful? Thank MaxGA Report Updating list... Travelers who viewed Amara by the Sea also viewed Rain Organic Spa 1 Review Pacific Grove, Monterey County Aqua Wellness Day Spa 5 Reviews Pacific Grove, Monterey County The Strouse and Strouse Studio-Gallery 9 Reviews Pacific Grove, Monterey County Adventures by The Sea 6 Reviews Pacific Grove, Monterey County All things to do in Pacific Grove (31) Been to Amara by the Sea? Share your experiences! Write a Review Add Photos & Videos Is This Your TripAdvisor Listing? Own or manage this property? Claim your listing for free to respond to reviews, update your profile and much more. Claim Your Listing Questions & Answers Questions? Get answers from Amara by the Sea staff and past visitors. Hi, what would you like to know about this attraction? Posting guidelines Get notified about new answers to your questions. Ask Typical questions asked: Will you pick up and drop off at my hotel? I have a family of 7. Can your tour accommodate all of us together? How should I dress for this tour? Near Amara by the Sea Top-rated Attractions Nearby 478 Reviews Pacific Grove Oceanview Boulevard 9,889 Reviews Monterey Bay Aquarium 328 Reviews Lovers Point Park Browse all attractions Top-rated Restaurants Nearby 223 Reviews Pavel's Backerei 1,227 Reviews Passionfish 885 Reviews Red House Cafe Browse all restaurants About Us | Site Map | Help Center ?? 2016 TripAdvisor LLC All rights reserved. TripAdvisor Terms of Use and Privacy Policy . * TripAdvisor LLC is not a booking agent and does not charge any service fees to users of our site... ( more ) TripAdvisor LLC is not responsible for content on external web sites. Taxes, fees not included for deals content.",#3,5 Spas & Wellness in Pacific Grove,
,Bamboo Reef Scuba Diving Centers - Day Trips,https://www.tripadvisor.com/Attraction_Review-g32737-d4896127-Reviews-Bamboo_Reef_Scuba_Diving_Centers_Day_Trips-Monterey_Monterey_County_California.html,9,"614 Lighthouse Ave , Monterey , CA 93940-1008",(831) 372-1685,,#14,20 Boat Tours & Water Sports in Monterey,
,Monterey Bay Sailing,https://www.tripadvisor.com/Attraction_Review-g32737-d1467900-Reviews-Monterey_Bay_Sailing-Monterey_Monterey_County_California.html,192,"78 Fishermans Wharf # 1 , Monterey , CA 93940-2429",+1 831-372-7245,??? Private charter sail ??? While on our honeymoon we did a private charter sail at sunset and it included dinner and wine. We had Floyd and Dakota and they were so knowledgeable and made the excursion... read more Reviewed yesterday Abby B via mobile,#8,20 Boat Tours & Water Sports in Monterey,"Outdoor Activities , Boat Tours & Water Sports , Tours"
,Sanctuary Charters,https://www.tripadvisor.com/Attraction_Review-g32737-d8477065-Reviews-Sanctuary_Charters-Monterey_Monterey_County_California.html,1,"K Dock , Monterey , CA",1-866-737-3483,,#18,20 Boat Tours & Water Sports in Monterey,
,Glenn's Aquarius II Dive Shop,https://www.tripadvisor.com/Attraction_Review-g32737-d6677184-Reviews-Glenn_s_Aquarius_II_Dive_Shop-Monterey_Monterey_County_California.html,4,"32 Cannery Row , Monterey , CA 93940-1447",831-375-6605,,#17,20 Boat Tours & Water Sports in Monterey,
,Dive to Survive,https://www.tripadvisor.com/Attraction_Review-g32737-d10409257-Reviews-Dive_to_Survive-Monterey_Monterey_County_California.html,2,"598 Foam St , Monterey , CA 93940",831-655-3483,,#15,20 Boat Tours & Water Sports in Monterey,
,Aquarius Dive Shop,https://www.tripadvisor.com/Attraction_Review-g32737-d5549088-Reviews-Aquarius_Dive_Shop-Monterey_Monterey_County_California.html,22,"2040 Del Monte Ave , Monterey , CA 93940-3710",+1 831-375-1933,,#10,20 Boat Tours & Water Sports in Monterey,
,Breakwater Scuba,https://www.tripadvisor.com/Attraction_Review-g32737-d7175364-Reviews-Breakwater_Scuba-Monterey_Monterey_County_California.html,13,"225 Cannery Row , Suite M , Monterey , CA 93940-1434",+(1)8317174546,,#11,20 Boat Tours & Water Sports in Monterey,
,Monterey Lanes,https://www.tripadvisor.com/Attraction_Review-g32737-d7982241-Reviews-Monterey_Lanes-Monterey_Monterey_County_California.html,5,"2161 Fremont St , Monterey , CA 93940-5295",(831) 373-1553,"??? Excellent bowling alley ??? Great bowling alley for a relaxing few games. Good bar and prices and a great deal on a Monday night. Reviewed 1 week ago RMBC3 , London, United Kingdom via mobile",#6,7 Fun & Games in Monterey,
,Specialized Helicopters,https://www.tripadvisor.com/Attraction_Review-g32737-d2352491-Reviews-Specialized_Helicopters-Monterey_Monterey_County_California.html,6,"100 Skypark Dr , Monterey , CA 93940-5357",831763-2244,"??? Epic ??? Finally got the courage to do this. It was amazing and fun. Small helicopter but big fun. Jon the pilot and Jessica in the office made it easy. I would go again in a... read more Reviewed October 3, 2015 Lela1223 via mobile",#25,38 Tours in Monterey,
,Adventure Wings Aviation,https://www.tripadvisor.com/Attraction_Review-g32737-d2085917-Reviews-Adventure_Wings_Aviation-Monterey_Monterey_County_California.html,3,"Airport Road , NSSI Hangars, Hangar C , Monterey , CA 93940",831 383 8620,,#27,38 Tours in Monterey,
,Bay Bikes,https://www.tripadvisor.com/Attraction_Review-g32737-d4318161-Reviews-Bay_Bikes-Monterey_Monterey_County_California.html,47,"585 Cannery Row , Monterey , CA 93940-1574",831-655-2453,"??? Go electric ??? After our gruelling Golden Gate bike ride we learned our lesson for bike rental. This time we went electric and hired two e-bikes. What a fabulous invention !!! You still have to... read more Reviewed September 20, 2016 at_39000ft , West Yorkshire, United Kingdom",#15,39 Outdoor Activities in Monterey,
,Monterey Movie Tours,https://www.tripadvisor.com/Attraction_Review-g32737-d1052618-Reviews-Monterey_Movie_Tours-Monterey_Monterey_County_California.html,124,"1 Portola Plz , Monterey , CA 93940-2419",800-343-6437,,,,
,El Estero Boating,https://www.tripadvisor.com/Attraction_Review-g32737-d6580269-Reviews-El_Estero_Boating-Monterey_Monterey_County_California.html,8,"798 Del Monte Ctr , Monterey , CA 93940-6135",831-375-1484,"??? Family+lake+ducks+paddling = fun! ??? Always wanted to try a paddle boat and now we did it with the kids! They loved it. $20/half hour is cheap and pretty much all you need to go around the lake once without rushing... read more Reviewed July 19, 2016 Emmanuel B , South Pasadena, California",#27,39 Outdoor Activities in Monterey,
,Blazing Saddles Bike Rentals & Tours,https://www.tripadvisor.com/Attraction_Review-g32737-d2155726-Reviews-Blazing_Saddles_Bike_Rentals_Tours-Monterey_Monterey_County_California.html,31,"750 Cannery Row , Monterey , CA 93940-1087",831-776-9577,,#22,39 Outdoor Activities in Monterey,
,Pleasure Point Beach,https://www.tripadvisor.com/Attraction_Review-g33048-d275893-Reviews-Pleasure_Point_Beach-Santa_Cruz_California.html,48,"East Cliff Dr. and Pleasure Point Dr. , Santa Cruz , CA",831-0454-7956,"??? Fantastic spot ??? My husband and I came here when visiting family. They live in nearby Soquel. This is an awesome little town square! It's a classic surf town where everything is bright and... read more Reviewed September 9, 2016 Elizabeth P via mobile",,,
,515 Kitchen & Cocktails,https://www.tripadvisor.com/Attraction_Review-g33048-d5845297-Reviews-515_Kitchen_Cocktails-Santa_Cruz_California.html,1,"515 Cedar St , Santa Cruz , CA 95060-4306",(831) 425-5051,"??? Vacation ??? Rocks definitely a must to go place. The bartenders are awesome at making drinks . One bartender made a drink for me out favorite gin and tonic. If your looking for cool people... read more Reviewed June 19, 2015 Keesha Aakriti M via mobile",#8,16 Nightlife in Santa Cruz,
,Kiva Retreat House,https://www.tripadvisor.com/Attraction_Review-g33048-d1547175-Reviews-Kiva_Retreat_House-Santa_Cruz_California.html,12,"702 Water St , Santa Cruz , CA 95060-4117",+1 831-429-1142,"??? Private Hot Tub Under the Stars ??? I've been to Kiva twice. I'm not from the area, i was visiting from Alaska. The first time I went I opted for the clothing optional, community space. I loved the sauna and the... read more Reviewed April 19, 2013 LoveBug Y , Girdwood, Alaska",#2,9 Spas & Wellness in Santa Cruz,
,The Reef Bar & Restaurant,https://www.tripadvisor.com/Attraction_Review-g33048-d5836405-Reviews-The_Reef_Bar_Restaurant-Santa_Cruz_California.html,1,"120 Union St , Santa Cruz , CA 95060-3708",(831) 459-9876,"??? Nice Enough Visit, Just a Bit Slow ??? We came for a late lunch. Surprised to find live music. Very Hawaiian menu with Managua, saimin noodles, poki and lomi lomi on the menu. I had the kalua pork, which was... read more Reviewed April 11, 2015 Evelyn B , Stevenson Ranch, California via mobile",#11,16 Nightlife in Santa Cruz,
,Pigeon Point Light Station,https://www.tripadvisor.com/Attraction_Review-g32873-d127881-Reviews-Pigeon_Point_Light_Station-Pescadero_California.html,249,"210 Pigeon Point Rd , Hwy 1 , Pescadero , CA 94060-9713",650-879-2120,,,,
,Bean Hollow State Beach,https://www.tripadvisor.com/Attraction_Review-g32873-d268771-Reviews-Bean_Hollow_State_Beach-Pescadero_California.html,50,"11000 Cabrillo Hwy , Pescadero , CA 94060-9763",650-879-2170,,,,
,Pescadero Beach,https://www.tripadvisor.com/Attraction_Review-g32469-d219552-Reviews-Pescadero_Beach-Half_Moon_Bay_California.html,99,"Pescadero Road , Highway One , Half Moon Bay , CA",916-653-6995,,,,
,Half Moon Bay Coastside Trail,https://www.tripadvisor.com/Attraction_Review-g32469-d268757-Reviews-Half_Moon_Bay_Coastside_Trail-Half_Moon_Bay_California.html,146,"Half Moon Bay , CA",,,,,
,Mavericks,https://www.tripadvisor.com/Attraction_Review-g32469-d268756-Reviews-Mavericks-Half_Moon_Bay_California.html,147,"West Point Avenue , Pillar Point , Half Moon Bay , CA",,,,,
,Pillar Point Harbor,https://www.tripadvisor.com/Attraction_Review-g32469-d7001478-Reviews-Pillar_Point_Harbor-Half_Moon_Bay_California.html,47,"1 Johnson Pier , Half Moon Bay , CA 94019-4000",,,,,
,Half Moon Bay Art Glass,https://www.tripadvisor.com/Attraction_Review-g32469-d4889523-Reviews-Half_Moon_Bay_Art_Glass-Half_Moon_Bay_California.html,48,"12341 San Mateo Rd , (Hwy 92) , Half Moon Bay , CA 94019-7113",+1 650-283-5626,,,,
,Oddyssea,https://www.tripadvisor.com/Attraction_Review-g32469-d9882631-Reviews-Oddyssea-Half_Moon_Bay_California.html,3,"617 Main St , Half Moon Bay , CA 94019-1923",16504404555,,#2,8 Shopping in Half Moon Bay,
,Nasturtium Art of Living,https://www.tripadvisor.com/Attraction_Review-g32469-d2552943-Reviews-Nasturtium_Art_of_Living-Half_Moon_Bay_California.html,8,"440 Capistrano Rd , Half Moon Bay , CA 94019-4063",650-728-5850,,#1,8 Shopping in Half Moon Bay,
,Bait and Switch,https://www.tripadvisor.com/Attraction_Review-g32469-d2558369-Reviews-Bait_and_Switch-Half_Moon_Bay_California.html,1,"15 Johnson Pier , Princeton Pantry , Half Moon Bay , CA 94019-4069",650.726.7133,,#4,8 Shopping in Half Moon Bay,
,Bike Works,https://www.tripadvisor.com/Attraction_Review-g32469-d8008819-Reviews-Bike_Works-Half_Moon_Bay_California.html,2,"520 Kelly St , Half Moon Bay , CA 94019-1720",650.726.6708,,#3,8 Shopping in Half Moon Bay,
,Gallery M,https://www.tripadvisor.com/Attraction_Review-g32469-d8447976-Reviews-Gallery_M-Half_Moon_Bay_California.html,2,"328 Main St , Half Moon Bay , CA 94019-1780",650-726-7167,,#1,1 Museums in Half Moon Bay,
,Mavericks Surf Shop,https://www.tripadvisor.com/Attraction_Review-g32469-d9465727-Reviews-Mavericks_Surf_Shop-Half_Moon_Bay_California.html,3,"25 Johnson Pier , Pillar Point Harbor , Half Moon Bay , CA 94019-4069",+(1)650-560-8088,,#4,9 Boat Tours & Water Sports in Half Moon Bay,
,Mavericks PaddleSports,https://www.tripadvisor.com/Attraction_Review-g32469-d8617307-Reviews-Mavericks_PaddleSports-Half_Moon_Bay_California.html,3,"214 Princeton Ave , Princeton-By-The-Sea , Half Moon Bay , CA 94019-4037",(650) 563-4251,,#3,9 Boat Tours & Water Sports in Half Moon Bay,
,"Sea, Surf & Fun",https://www.tripadvisor.com/Attraction_Review-g32469-d3461727-Reviews-Sea_Surf_Fun-Half_Moon_Bay_California.html,28,"Cabrillo Hwy1 , Half Moon Bay , CA 94018",415-410-1102,,#1,11 Tours in Half Moon Bay,
,Pillar Point Surf School,https://www.tripadvisor.com/Attraction_Review-g32469-d6894438-Reviews-Pillar_Point_Surf_School-Half_Moon_Bay_California.html,1,"Princeton Jetty (Surfer_s Beach) , Half Moon Bay , CA 94019",+(1)6507220022,,#6,9 Boat Tours & Water Sports in Half Moon Bay,
,Half Moon Bay Kayak Company Day Tours,https://www.tripadvisor.com/Attraction_Review-g32469-d3437870-Reviews-Half_Moon_Bay_Kayak_Company_Day_Tours-Half_Moon_Bay_California.html,16,"2 Johnson Pier , Half Moon Bay , CA 94019-4069",650 773 6101,,#2,11 Tours in Half Moon Bay,
