"attraction_name","attraction_knownFor","attraction_reviewComment","attraction_ranking","attraction_no_of_reviews","attraction_contact","attraction_in","attraction_address","zip_code","attraction_longitude","attraction_latitude","attraction_url","attraction_in_file","youTubeLinkIds"
"Azari Winery and Vineyard","","Such a great place to relax with friends and drink some wine. They have an outdoor brick pizza oven and the pizza is great! They have two dogs that hang out and are super... read more","22","7","+1 707-347-9846","Petaluma","""1399 Spring Hill Rd. , Petaluma , CA 94952""","94952","-122.682749592485","38.2194618447504","https://www.tripadvisor.com/Attraction_Review-g32874-d3988799-Reviews-Azari_Winery_and_Vineyard-Petaluma_Sonoma_County_California.html","petaluma.json","""C9sEVSD_2I0,yDPeeXDMpBI"""
"Kastania Vineyards","","""I visited here for my sister's bachelorette party, we had a GREAT time. They gave us a little tour of their set up and it was adorable. I would definitely come in again.""","17","10","+1 707-763-6348","Petaluma","""4415 Redwood Hwy S , Petaluma , CA 94952-9508""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d2665006-Reviews-Kastania_Vineyards-Petaluma_Sonoma_County_California.html","petaluma.json","""9qApcdHjFlo,7RrZ234hqes,v0h3NTviHn0"""
"Sonoma Portworks","","I found it online and decided it was a must stop on my next trip to Sonoma.. I loved it.. really cute. awesome work on the bar tops. the Woman who helped us (I hope I get her name... read more","11","25","+1 707-769-5203","Petaluma","""613 2nd St , Petaluma , CA 94952-5123""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d1478534-Reviews-Sonoma_Portworks-Petaluma_Sonoma_County_California.html","petaluma.json","""t9OrCT-iVgg,PDqaGXvLoDA,jHwByDHkUug"""
"Shollenberger Park","Nature & Parks","""Went only to take a walk in a summer morning. It was a huge surprise to discover that the park is a bird watcher Eden. Wide variety of birds, meany many species. Great... read more""","2","99","+1 707-778-4303","Petaluma","""Lakeville Hwy , Petaluma , CA 94954""","94954","-122.5875416","38.2331317","https://www.tripadvisor.com/Attraction_Review-g32874-d2507036-Reviews-Shollenberger_Park-Petaluma_Sonoma_County_California.html","petaluma.json","""xnDAJAYBhe8,ZYSQDNvF1wQ,z0-Sw9pATEc"""
"Lagunitas Brewing Company","""Breweries , Food & Drink""","""Whether you want to do a beer tasting, or have a few pilsners and something yummy to eat, Lagunitas is a great time. Very popular with locals, it's a terrific place for those... read more""","5","51","+1 707-778-8776","Petaluma","""1280 N McDowell Blvd , Petaluma , CA 94954-1113""","94954","","","https://www.tripadvisor.com/Attraction_Review-g32874-d5028664-Reviews-Lagunitas_Brewing_Company-Petaluma_Sonoma_County_California.html","petaluma.json","""_sY2nTFY4c0,CCoIkN76txg"""
"Marin French Cheese Company","""Farms , Sights & Landmarks""","""Any time we drive out to the coast, we stop at Marin French...free samples and good deals on excellent cheeses. Also a good place to hang out and have a picnic.""","1","135","+1 707-762-6001","Petaluma","""7500 Red Hill Rd , Petaluma , CA 94952-9438""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d2665005-Reviews-Marin_French_Cheese_Company-Petaluma_Sonoma_County_California.html","petaluma.json","""26FSjOJ9XlY,tM9k1K3UdLo,DsMUJ-B3CGM"""
"The Petaluma Library Museum","","Just the architecture alone is worth the trip to visit this historic site! Beautiful white columns and staircase lead to this old classic library from a by-gone era. It's like... read more","7","31","707-778-4398","Petaluma","""Fourth & B streets , Petaluma , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32874-d103919-Reviews-The_Petaluma_Library_Museum-Petaluma_Sonoma_County_California.html","petaluma.json","""TtYZe8aCHXk,sBvxMMAj_PQ,PbO59sWZnwg"""
"Petaluma Creamery","","""Be sure to get the Tri Tip sandwich. Large variety of cheeses, the garlic curds are great. This place has been around since the early 1900's.""","4","39","+1 707-762-3446","Petaluma","""621 Western Ave , Petaluma , CA 94952-2646""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d3783725-Reviews-Petaluma_Creamery-Petaluma_Sonoma_County_California.html","petaluma.json","""7_JhRr9_66Y,KDfC_JF2zR4,Sx46ly1qgt0"""
"McEvoy Ranch","","""This is a must visit for anyone who loves olives, good wine and beautiful sweeping vistas! We toured the olive """"ranch"""" with Korin on September 3, 2016. Over 500 acres of... read more""","19","12","+1 866-617-6779","Petaluma","""Petaluma , CA""","","-122.613693402033","38.295411","https://www.tripadvisor.com/Attraction_Review-g32874-d146975-Reviews-McEvoy_Ranch-Petaluma_Sonoma_County_California.html","petaluma.json","""o8c0gGUkkv8,M8H573zx9Ts,S2O2Fz0pVpY"""
"Keller Estate","","The view is spectacular. The wines are amazing. The service was outstanding. The ambiance is unusual and charming. Be sure to make a reservation as that is the only way you... read more","9","22","+1 707-765-2117","Petaluma","""5875 Lakeville Hwy , Petaluma , CA 94954""","94954","-122.543785412545","38.1938091368277","https://www.tripadvisor.com/Attraction_Review-g32874-d577713-Reviews-Keller_Estate-Petaluma_Sonoma_County_California.html","petaluma.json","""lAthrpvlGds,RsZ6PqwfNYc"""
"Petaluma Adobe State Historic Park","","""This adobe fortress is an interesting place to absorb the history of Petaluma, Sonoma, and California. The self-guided tour lets one take the time you want/need to see the... read more""","8","38","7077624871","Petaluma","""3325 Adobe Rd. , Petaluma , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32874-d103918-Reviews-Petaluma_Adobe_State_Historic_Park-Petaluma_Sonoma_County_California.html","petaluma.json","""WpKo65njC4U,0c8CquiB3as,ypV9xs86jMo"""
"Cinnabar Theater","","First time for my wife and I attending the theater. We were off to a great start with complimentary Coppola Wines. Then into the theater where seats are ramped up and acoustics... read more","16","13","707- 763-8920","Petaluma","""3333 Petaluma Blvd. , Petaluma , CA 94952""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d103922-Reviews-Cinnabar_Theater-Petaluma_Sonoma_County_California.html","petaluma.json","""G-aBQqLSjKM,ObTs2gFifWw,XR5D_fAgNjA"""
"Indian Valley Golf Course","","""This is a challenging course with its unique slanting fairways, undulating topography. Greatly improved over the past couple of years, better greens & improved tee box placement... read more""","5","14","+1 415-897-1118","Novato","""3035 Novato Blvd , Novato , CA 94947-1002""","94947","","","https://www.tripadvisor.com/Attraction_Review-g32797-d181661-Reviews-Indian_Valley_Golf_Course-Novato_Marin_County_California.html","novato.json","""vR5yvLHmxFI,RA7nrxtsgKc,-twX4X0PJh0"""
"Nicasio Valley Cheese Company","","""Celebrated my little cousins birthday. Coming from Ireland I had never experienced a pumpkin patch and it was such a good day out; pumpkin picking, hay rides, arts and crafts... read more""","1","16","+1 415-662-6200","Nicasio","""5300 Nicasio Valley Road , Nicasio , CA 94946""","94946","-122.702054891839","38.06590625","https://www.tripadvisor.com/Attraction_Review-g32781-d2465572-Reviews-Nicasio_Valley_Cheese_Company-Nicasio_Marin_County_California.html","nicasio.json","""-7AGj9HMPWQ,uRBinURb1Ts,DXqMLrzkuJk"""
"McClelland's Dairy","","""My family of 4 came here with another family of 4 - the kids ranged from 3 to 9. This is a great place to spend a few hours - the cannons to launch small pumpkins was fun, the... read more""","28","3","+1 707-664-0452","Petaluma","""6475 Bodega Ave , Petaluma , CA 94952""","94952","-122.6468104","38.2342248","https://www.tripadvisor.com/Attraction_Review-g32874-d2665002-Reviews-McClelland_s_Dairy-Petaluma_Sonoma_County_California.html","petaluma.json","""xd675w8iFzg,uVcvU5kYy4k,AqpPm0Otaaw"""
"Sonoma County Wildlife Rescue","","""I took a couple kids along to visit the wildlife rescue. You give a donation to take a guided tour and a volunteer, who is very informed, answers your questions. This place... read more""","20","8","+1 707-992-0274","Petaluma","""403 Meacham Rd , Petaluma , CA 94952-9629""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d3847360-Reviews-Sonoma_County_Wildlife_Rescue-Petaluma_Sonoma_County_California.html","petaluma.json","""R2EWwyddvt8,1pvKwQkhAtY,B04PIhfvFV4"""
"The Space Station Museum","","This out of the way location and its dedication to Space is a refreshing place to bring your kids for history thats hard to see up close. Call and check their hours but great for... read more","4","21","+1 415-524-3940","Novato","""464 Ignacio Blvd , Novato , CA 94949-6086""","94949","","","https://www.tripadvisor.com/Attraction_Review-g32797-d4606716-Reviews-The_Space_Station_Museum-Novato_Marin_County_California.html","novato.json","""8q9m1qirYyQ,oePy1vBT4QA"""
"Papermill Creek Saloon","","Full of atmosphere. Great local scene. Live music. Close to SGV where I live. Really like going here.","1","5","+1 415-488-9235","Forest Knolls","""1 Castro Street , Forest Knolls , CA 94933""","94933","","","https://www.tripadvisor.com/Attraction_Review-g32394-d5831957-Reviews-Papermill_Creek_Saloon-Forest_Knolls_Marin_County_California.html","forest_knolls.json","""eOJuK46zN7s,yJ1TtTEQ3Kg,G-sA_uYOnKY"""
"Alamere Falls","","""Keep in mind this is a 15 mile hike, so figure about 2 hours each way. Don't forget to put extra time in to actually enjoy the falls. I would recommend making this a full day trip... read more""","1","47","+1 415-663-1092","Bolinas","""Bolinas , CA""","","-122.695195587981","37.9077975","https://www.tripadvisor.com/Attraction_Review-g32093-d144705-Reviews-Alamere_Falls-Bolinas_Marin_County_California.html","bolinas.json","""Bz09ud9gsDA,DeW1HNyj01g,0yva1iIrywc"""
"Tara Firma Farms","","""Nice to know someone care about raising animal in the traditional way. It is a family farm, and you get to see how chicken, cows, pigs, and even turkey are raised. They all run... read more""","23","6","(707) 765-1202","Petaluma","""3796 I Street Ext , Petaluma , CA 94952-9539""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d7168617-Reviews-Tara_Firma_Farms-Petaluma_Sonoma_County_California.html","petaluma.json","""LKFRX9ZHC0Q,6v3k5vL07lY,zCHf6PmteXU"""
"French Hen Antiques","","""This place has some amazing pieces! Very French, as is hinted in the store name. I am looking forward to a bigger house so that I may shop for larger pieces. Be careful taking a... read more""","32","2","","Petaluma","""218 Petaluma Blvd N , Petaluma , CA 94952-2818""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d8520254-Reviews-French_Hen_Antiques-Petaluma_Sonoma_County_California.html","petaluma.json","""ykEYL9pxge8,9ppV9LI4sXg,f31VRyju-k0"""
"Samuel P. Taylor State Park","""State Parks , Nature & Parks""","""Cannot imagine a cooler place to camp with kids, under the Redwoods and in beautiful natural surroundings. Campsite was busier than expected, but the rain of the last week just... read more""","1","70","+1 415-488-9897","Lagunitas","""8889 Sir Francis Drake Blvd. , Camp Taylor , Lagunitas , CA 94938""","94938","","","https://www.tripadvisor.com/Attraction_Review-g32592-d575936-Reviews-Samuel_P_Taylor_State_Park-Lagunitas_Marin_County_California.html","lagunitas.json","""iwTTVo3eHy8,cwIR2FYjmqs,cxANyH6JJZQ"""
"Marin County Farmers' Market--San Rafael","""Farmers Markets , Food & Drink , Shopping""","""If you have never been to this farmers market, don't miss it! Along with all the fresh produce and tastings there is prepared food as well. Sunday is the big market and it is huge... read more""","1","163","+1 415-457-2266","San Rafael","""Marin Civic Center , San Rafael , CA 94901""","94901","","","https://www.tripadvisor.com/Attraction_Review-g33037-d647224-Reviews-Marin_County_Farmers_Market_San_Rafael-San_Rafael_Marin_County_California.html","san_rafael.json","""VJHn-fcn5vw,lsAi6h93f9A,_36IzKDSnR4"""
"Marin Museum of Contemporary Art","","""This was a fun experience. The art is sourced from local artists, many of whom have working studios on site. We were able to enjoy the displays and wander the hallways, stopping... read more""","6","10","+1 415-506-0137","Novato","""500 Palm Dr , Novato , CA 94949-5047""","94949","","","https://www.tripadvisor.com/Attraction_Review-g32797-d5892408-Reviews-Marin_Museum_of_Contemporary_Art-Novato_Marin_County_California.html","novato.json","""j7jtf_GLthw,kR6UPEIFprE,KRJ5KajjoP4"""
"Ellis Creek Water Plant and Wetlands","","""I am nearly there everyday!....It's a fabulous walk!...Just over 2 miles w/ loops if you want to make your walk longer. Lots of wildlife, only this week, I've seen a gofer... read more""","30","3","","Petaluma","""Cypress Drive , Petaluma , CA 94952""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d8723965-Reviews-Ellis_Creek_Water_Plant_and_Wetlands-Petaluma_Sonoma_County_California.html","petaluma.json","""se2Xl8vJMi4,oZWJSyuzHBQ,uAfgv_rlKWw"""
"Chelsea Antiques","","Over the past 40 years I have been to many antique stores and shows and thought I had seen it all. Chelsea Antiques blew me away. So many unique items in one place. Definitely... read more","34","2","707-763-7686","Petaluma","""148 Petaluma Blvd N , Petaluma , CA 94952-2905""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d10522432-Reviews-Chelsea_Antiques-Petaluma_Sonoma_County_California.html","petaluma.json","""SjYI1KgvQr4,5s5GSEkny-k,XBGOul8XdV0"""
"Achadinha Cheese Company","","""Wow - we were thrilled to get much more than we expected. We started by meeting Daniel, one of Donna's son's. Daniel told us delightful tales of growing up on a farm, which my... read more""","18","8","+1 707-763-1025","Petaluma","""750 Chileno Valley Rd , Petaluma , CA 94952-9528""","94952","","","https://www.tripadvisor.com/Attraction_Review-g32874-d5230928-Reviews-Achadinha_Cheese_Company-Petaluma_Sonoma_County_California.html","petaluma.json","""ix1tb16Wf_U,qBdCd7F_ZBk,wCcaQnklwBg"""
"Bolinas Beach","","""Gorgeous sandy beach with rocks and shells to collect. Larger at low tide. Signs saying """"Groin"""" say """"Naked Surfers"""" on the other side:)""","2","28","","Bolinas","""Bolinas , CA""","","-122.695195587981","37.9077975","https://www.tripadvisor.com/Attraction_Review-g32093-d117452-Reviews-Bolinas_Beach-Bolinas_Marin_County_California.html","bolinas.json","""ysSLl1OXQ9E,nj7PY8ZrKzI,pok4aPIJRl0"""
"Novato Farmer's Market","","""It's not flashy or one of those """"see and be seen"""" kind of community events, but the homey farmer's market in Novato, held on Tuesdays from 4:00-8:00 pm, May-September, is a... read more""","8","6","","Novato","""Sherman Avenue between Grant Avenue and Delong Avenue , Wed 2-7pm (May-Oct) , Novato , CA""","","","","https://www.tripadvisor.com/Attraction_Review-g32797-d156874-Reviews-Novato_Farmer_s_Market-Novato_Marin_County_California.html","novato.json","""8bvQrQJQ4IU,I618RUS3J0I,1DuLdisUkuE"""
"American Legion Log Cabin","","""As a kid growing up in San Anselmo, I played at this location often, played little league on the fields, went to Isobel Cook school, played at the log cabin then too, but I had to... read more""","1","14","+1 415-456-0834","San Anselmo","""120 Veterans Place , San Anselmo , CA 94960""","94960","-122.5662639","37.9844433","https://www.tripadvisor.com/Attraction_Review-g33007-d1019847-Reviews-American_Legion_Log_Cabin-San_Anselmo_Marin_County_California.html","san_anselmo.json","""rxEYldqLho4,vJB-22O_y74,e_z8WiIXlRU"""
