attraction_name,attraction_knownFor,attraction_reviewComment,attraction_ranking,attraction_no_of_reviews,attraction_contact,attraction_in,attraction_address,attraction_url,attraction_in_file
Himavad Gopalaswamy Betta,,The Himad Gopala Swamy temple is within the Bandipur Forest range and is also a part of the Tiger reserve. It is just divine and mystique surroundings; a heavenly abode for the... read more,1,31,,Chamarajanagar,"Bandipur National Park , Chamarajanagar , India",https://www.tripadvisor.com/Attraction_Review-g4093414-d6501210-Reviews-Himavad_Gopalaswamy_Betta-Chamarajanagar_Karnataka.html,chamarajanagar.json
Regional Museum of Natural History,,First we love the place because of its collection.kids are really love this place.they have all animal model and also allow all to take photos inside.,39,21,,Mysuru (Mysore),"Chamundi Hill | On The Banks Of Karanji Lake , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d4138647-Reviews-Regional_Museum_of_Natural_History-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Biligiri Ranganath Hills,,"B R Hills located in Yalandur taluk of Chamarajanagar District, at about 90-95 Kms from Mysore & 200 Kms from Bangalore (via Kollegal).. Its must visit place for Wild life... read more",3,17,,Chamarajanagar,"Between Karnataka and Tamil Nadu | BR Hills , Chamarajanagar , India",https://www.tripadvisor.com/Attraction_Review-g4093414-d5453906-Reviews-Biligiri_Ranganath_Hills-Chamarajanagar_Karnataka.html,chamarajanagar.json
Dzogchen Monastery,"“ A walk back in time ” Reviewed June 24, 2015 Quite close to Bangalore and yet a soothing distance away is this little know Tibetain settlement. This settlement is quite small when compared to the more famous Kushalnagar settlement. Weekend planners may combine this trip with a stay at Germalam's wild valley view camp (http://www.wildvalleyfarm.com/) as well. There is a medium sized monastery (They open this if requested) and a... More Helpful? 3 Thank Balakrishnarao Report",,5,2,,Chamarajanagar,,https://www.tripadvisor.com/Attraction_Review-g4093414-d4138573-Reviews-Dzogchen_Monastery-Chamarajanagar_Karnataka.html,chamarajanagar.json
Bara Chukki,,"Bara Chukki falls located in Kollegal taluk of Chamarajanagar District, at about 120 Kms from Bangalore on the way to Kollegal Via Malavalli... It's good to visit this falls... read more",4,10,,Chamarajanagar,"Kollegal Taluka | 3 Km From The Dargah , Chamarajanagar , India",https://www.tripadvisor.com/Attraction_Review-g4093414-d4138572-Reviews-Bara_Chukki-Chamarajanagar_Karnataka.html,chamarajanagar.json
Srikanteshwara Temple,"Sacred & Religious Sites , Sights & Landmarks","The Srikanteshwara Temple at Nanjangud is a must visit for all Shiva devotees. The Lord, in the form of a Linga, is just amazing and it one of the most popular tourist... read more",20,96,+91 82212 25383,Mysuru (Mysore),"Nanjangud , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d3705352-Reviews-Srikanteshwara_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Cubbon Park,Nature & Parks,The park is located in the heart of Bangalore city. It seems to be well maintained. Saw a lot of people comes there for walks with dogs. There is also a library in side the park... read more,12,"1,281",+91 80561 24234,Bengaluru,"MG Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2587630-Reviews-Cubbon_Park-Bengaluru_Karnataka.html,bengaluru.json
Navaneetha Krishna Temple,,"The Navneetha Krishna Temple is just off the Bangalore-Mysore highway (SH 17 / NH 275) and is just near Channapatana, so watch out for the Temple arch near a crossroad on the... read more",2,17,17562160,Channapatna,"SH17, Bangalore Mysore Highway , Channapatna , India",https://www.tripadvisor.com/Attraction_Review-g1898393-d8048918-Reviews-Navaneetha_Krishna_Temple-Channapatna_Karnataka.html,channapatna.json
Skydream Adventure Services,,"We visited the place for first time. We had good experience in adventure activities like rappelling, Jumaring and Zip line. Food was very simple and tasty. Staffs are well... read more",2,8,+91 9611943522,Ramanagara,"Near Srs Hills , Ramanagara 562159 , India",https://www.tripadvisor.com/Attraction_Review-g4041420-d10079328-Reviews-Skydream_Adventure_Services-Ramanagara_Karnataka.html,ramanagara.json
Shilhaandara Resort,,"The area is good and they have a few games (only zip line is interesting), the place is not maintained well and food was not good. also the dining area does not have enough table... read more",4,4,+91 8494949185,Ramanagara,"647 Kasaba Hobli Survey No , Ramanagara 562159 , India",https://www.tripadvisor.com/Attraction_Review-g4041420-d10497287-Reviews-Shilhaandara_Resort-Ramanagara_Karnataka.html,ramanagara.json
SRS Hills,,"34 of us from our office visited this place yesterday for a night rappelling, trekking and camping. We went on bikes. We had tied up with Escape2Explore to help us with the... read more",3,2,,Ramanagara,"Ramanagara , India",https://www.tripadvisor.com/Attraction_Review-g4041420-d9454154-Reviews-SRS_Hills-Ramanagara_Karnataka.html,ramanagara.json
Tipu Sultan Fort and Palace - Bangalore KR Market,,It's not a palace it's a small fort . Time required to explore whole fort is less than 30 minutes . Good collection of architecture dating back to Tipu sultan era.Quite place to... read more,32,474,08026706836,Bengaluru,"Allbert Victor Road | Chamrajpet , Bengaluru 560018 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d631366-Reviews-Tipu_Sultan_Fort_and_Palace_Bangalore_KR_Market-Bengaluru_Karnataka.html,bengaluru.json
Bangalore Palace,,This is the best attraction I found in Bangalore. This is a large palace with a majestic look. It is so beautiful from the outside. There were paintings and stuff inside palace... read more,28,845,+91 99450 74806,Bengaluru,"Palace Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2069428-Reviews-Bangalore_Palace-Bengaluru_Karnataka.html,bengaluru.json
Fever Pitch Basecamp,"Zipline & Aerial Adventure Parks , Game & Entertainment Centers , Fun & Games , Tours , Outdoor Activities",We had been to fever pitch base camp on 22nd October. We were 22 members. How to reach. 4/5 The place is around 55 kms from electronic city. We have to go around 5 kms from... read more,1,417,+91 70227 25532,Magadi,"Byregowdan Palya | Magadi Taluk, Ramanagar district , Magadi , India",https://www.tripadvisor.com/Attraction_Review-g7929791-d3640613-Reviews-Fever_Pitch_Basecamp-Magadi_Karnataka.html,magadi.json
Big Banyan Tree,,Remarkable place and huge intertwining roots. It's a shame that a place as amazing as this is not kept and maintained properly. Had it been anywhere else in the world it would... read more,43,160,,Bengaluru,"Bangalore _ Mysore Road , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2508822-Reviews-Big_Banyan_Tree-Bengaluru_Karnataka.html,bengaluru.json
Xtreme Zone Getawayz - Manchinbele,"Kayaking & Canoeing , Hiking & Camping Tours , Adrenaline & Extreme Tours , Game & Entertainment Centers , Outdoor Activities , Boat Tours & Water Sports , Fun & Games , Tours , More",We recently went to XremeZone for a 1day team outing(17 pax).The co-coordinators in the camp Kemp/Lokesh were very good. They organised the event smooth and kept us fun filled... read more,1,180,+91 98457 20769,Dabguli,"Magadi Taluk Dabguli | Ramnagara District , Dabguli 560032 , India",https://www.tripadvisor.com/Attraction_Review-g7983256-d2414350-Reviews-Xtreme_Zone_Getawayz_Manchinbele-Dabguli_Karnataka.html,dabguli.json
Lalbagh Botanical Garden,"Gardens , Nature & Parks ","We enjoyed wandering around the gardens for a few hours. The glass palace is not anything like the Crystal Palace, but overall the gardens were well cared for.",7,"3,960",+91 80 2657 8184,Bengaluru,"Lalbagh , Bengaluru 560004 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d631367-Reviews-Lalbagh_Botanical_Garden-Bengaluru_Karnataka.html,bengaluru.json
UB City,"Shopping Malls , Shopping",Wonderful mall to spend time and see beauties. But this place is a shopping destination only if you are very rich.,3,"1,649",+91 97316 00994,Bengaluru,"24 Vittal Mallya Road , Bengaluru 560001 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3807223-Reviews-UB_City-Bengaluru_Karnataka.html,bengaluru.json
ISKCON Temple Bangalore,"Sacred & Religious Sites , Sights & Landmarks ",Must go and see this peaceful place in Bangalore very Natural and best temple. The are was very clean and parking facility was there and inside Prasadam also very nutritious and... read more,2,"2,806",+91 80 2347 1956,Bengaluru,"Chord Road | Hare Krishna Hill , Bengaluru 560010 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d325162-Reviews-ISKCON_Temple_Bangalore-Bengaluru_Karnataka.html,bengaluru.json
Kempegowda Tower,,The Kempegowda towers were erected during the times of the founder of modern Bangalore - a local chieftain called Kempe Gowda. He had erected four towers to establish the... read more,165,7,,Bengaluru,"Lalbagh Gardens , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4401088-Reviews-Kempegowda_Tower-Bengaluru_Karnataka.html,bengaluru.json
Srirangapatna,"Sacred & Religious Sites , Historic Sites , Sights & Landmarks",We visited the place en route to mysore. The town is in mandya district has its own significance especially when it offers you the glimpse of history when tipu sultan ruled. There... read more,6,705,,Mysuru (Mysore),"Srirangapatna , Mysuru (Mysore) , India",https://www.tripadvisor.com/Attraction_Review-g304553-d1021194-Reviews-Srirangapatna-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Somnathpur Temple,"Historic Sites , Sacred & Religious Sites , Sights & Landmarks","The Chennakesava Temple is one of the finest examples of Hoysala architecture. The temple was built by Soma, a Dandanayaka in 1268 C.E. under Hoysala king Narasimha III, when the... read more",3,571,,Mysuru (Mysore),"Keshava Temple, Somanathapura | Somanathapura Village , Mysuru (Mysore) 571120 , India",https://www.tripadvisor.com/Attraction_Review-g304553-d325164-Reviews-Somnathpur_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Sri Chamundeshwari Temple,"Sacred & Religious Sites , Sights & Landmarks","It's all money game here. Though there wasn't a mad rush of people,they create a hype,so tourists will go for money darshan to save time. Unnecessary chaos at the darshan,with... read more",5,"1,484",+91 821 259 0180,Mysuru (Mysore),"| Chamundi Hills , Mysuru (Mysore) 570010 , India",https://www.tripadvisor.com/Attraction_Review-g304553-d500202-Reviews-Sri_Chamundeshwari_Temple-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Namdroling Nyingmapa Monastery,"Sacred & Religious Sites , Sights & Landmarks",Visited this place second time in November 16. Good place if you are seeking some peace and tranquility...but you have to be lucky to not find tourist here!,4,561,+91 82232 54318,Mysuru (Mysore),"Arlikumari, P.O. Bylakuppe pin 571104 , Mysuru (Mysore) 571104 , India",https://www.tripadvisor.com/Attraction_Review-g304553-d1760443-Reviews-Namdroling_Nyingmapa_Monastery-Mysuru_Mysore_Karnataka.html,mysuru_(mysore).json
Chinnappanahalli Lake Park,,This is a well maintained lake with a walking/jogging track in AECS layout. It is around 1km in circumference. Early mornings and evenings are a great time for a walk/jog. It is... read more,122,7,,Bengaluru,"Srinivasa Reddy Layout , Bengaluru 560037 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8863654-Reviews-Chinnappanahalli_Lake_Park-Bengaluru_Karnataka.html,bengaluru.json
Kokkarebellur,,Best example of a place where birds and human coexist together. You can also witness beautiful rural landscape along the way.,110,9,,Bengaluru,"| Maddur , Bengaluru 571422 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d8489262-Reviews-Kokkarebellur-Bengaluru_Karnataka.html,bengaluru.json
Art of Living International Center,"Educational sites , Sights & Landmarks","Very famous centre, well known world over which belongs to the great Sri .....,,, Ravishankar, should visit to have a experience as well to believe for your self",6,708,+91 80672 62626,Bengaluru,"21st Km Kanakapura Road | Udayapura , Bengaluru 560082 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d2074081-Reviews-Art_of_Living_International_Center-Bengaluru_Karnataka.html,bengaluru.json
Bannerghatta Biological Park,,Better book tickets online to avoid queues! Take up safari first as early in the morning we get to see the big cats moving around otherwise in the afternoon they laze. Safari has... read more,60,46,+91 91649 50086,Bengaluru,"Bannerghatta Road , Bengaluru 560083 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d7290933-Reviews-Bannerghatta_Biological_Park-Bengaluru_Karnataka.html,bengaluru.json
Lumbini Gardens,,"Good place to spend the evening. The lake and the floating restaurant are good attractions here. The amusement amenities are not so great, They have wave pool and few rides which... read more",68,153,+91 80 3299 7009,Bengaluru,"45 Nagawara Lake Ring Road | Hebbal , Bengaluru 560034 , India",https://www.tripadvisor.com/Attraction_Review-g297628-d1227390-Reviews-Lumbini_Gardens-Bengaluru_Karnataka.html,bengaluru.json
The Martin Farm,,Martin's farm is a green landscape away from hustle-bustle of the city. Ample parking was available. One catch is that no water / food items are available inside the place.Few... read more,111,36,919845779666,Bengaluru,"Sarjapur Road, | Chikkabelandur , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d5132990-Reviews-The_Martin_Farm-Bengaluru_Karnataka.html,bengaluru.json
Lotus Palace,"Architectural Buildings , Sights & Landmarks","A single stand along structure in last space - beautiful to see, near by the Hazara Rama temple, queens bath, underground siva temple, elephant stables and others.",12,175,,Hampi,"Nera Hazara Ram Temple , Hampi , India",https://www.tripadvisor.com/Attraction_Review-g319725-d4138632-Reviews-Lotus_Palace-Hampi_Karnataka.html,hampi.json
Sankey Tank,"Bodies of Water , Nature & Parks ",This is a good place for evening walk. It is a walkway near a huge water reservoir. Water fountain with a green backdrop is a sightly view. There is a tangential road near tank... read more,23,252,,Bengaluru,"Sadasivanagar | Near The Vyalikaval Circle , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4138665-Reviews-Sankey_Tank-Bengaluru_Karnataka.html,bengaluru.json
JP Park,Nature & Parks,JP park is very enjoyable place.This park is always crowded with people.The park has many seating sections.There was also small rides for children.It is also good for... read more,33,99,,Bengaluru,"Near Chowdeshwari Bus Stand | Mathikere , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d3923658-Reviews-JP_Park-Bengaluru_Karnataka.html,bengaluru.json
Muthyala Maduvu Falls,,Just been back from the falls. Been there with one family friend with kids. The roads are newly laid and very good. The entry is Rs.30 per car and then Rs.20 for parking. The... read more,121,21,,Bengaluru,"Pearl Valley , Bengaluru , India",https://www.tripadvisor.com/Attraction_Review-g297628-d4501664-Reviews-Muthyala_Maduvu_Falls-Bengaluru_Karnataka.html,bengaluru.json
